State,City,Practice Area,Firm Name,Latitude,Longitude
Florida,Miami,Intellectual Property,The Brickell IP Group PLLC,25.784,-80.2101
Florida,Jacksonville,Appellate Law,The Mills Firm,30.3322,-81.6749
Florida,Miami,Litigation: General Commercial,The Moskowitz Law Firm,25.784,-80.2101
Florida,Miami,Media & Entertainment,The Social Media Law Firm,25.784,-80.2101
Florida,Fort Lauderdale,Construction,"The Soto Law Group, P.A.",26.1224,-80.1373
Florida,Tallahassee,Real Estate: Zoning & Land Use,Theriaque & Spain,30.4383,-84.2807
Florida,Fort Lauderdale,Litigation: General Commercial,Tripp Scott,26.1224,-80.1373
Florida,Tampa,Litigation: General Commercial,Turkel Cuva Barrios Guerra,27.9945,-82.4447
Florida,Miami,Insurance,"Ver Ploeg & Marino, P.A.",25.784,-80.2101
Florida,Orlando,Corporate/Commercial,Watson Sloane Attorneys,28.4773,-81.337
Florida,Fort Lauderdale,Real Estate,Weitz & Schwartz P.A.,26.1224,-80.1373
Florida,Boca Raton,Bankruptcy/Restructuring,"Wernick Law, PLLC",26.3683,-80.1289
Florida,Fort Lauderdale,Insurance,"Zinober, Diana, & Monteverde P.A.",26.1224,-80.1373
Florida,Miami,Litigation: General Commercial,Zumpano Patricios,25.784,-80.2101
